id,timestamp,user,text,country
225,2026-07-02T16:43:13.236000+00:00,red_card_daily5130,"New Zealand arriving at the stadium, crowd going wild. #FIFAWorldCup #newzealand",NZ
226,2026-07-02T16:24:35.967000+00:00,touchline_1109,"What a performance from Iran, take a bow. #FIFAWorldCup #iran",IR
227,2026-07-02T17:04:43.007000+00:00,var_facts2141,Canada looked absolutely world class tonight! #WorldCup2026 #canada,CA
228,2026-07-02T16:32:12.043000+00:00,football_lab5410,"Brazil looked tired and slow, big problems ahead. #WorldCup2026 #brazil",BR
229,2026-07-02T16:24:15.392000+00:00,goal_hunter4722,"Colombia are the real deal, no debate. #WorldCup2026 #colombia",CO
230,2026-07-02T16:29:07.329000+00:00,striker_997910,"What a performance from Ivory Coast, take a bow. #FIFAWorldCup #ivorycoast",CI
231,2026-07-02T16:55:25.080000+00:00,soccer_geek4574,"I'm so proud of Chile, this squad is something special. #chile",CL
232,2026-07-02T16:30:57.682000+00:00,football_lab440,Fan zone is packed ahead of the Germany game! #WorldCup2026 #germany,DE
233,2026-07-02T16:28:31.322000+00:00,fan_20262965,"Switzerland arriving at the stadium, crowd going wild. #FIFAWorldCup #switzerland",CH
234,2026-07-02T16:51:59.452000+00:00,var_facts110,"Turkey arriving at the stadium, crowd going wild. #FIFAWorldCup #turkey",TR
235,2026-07-02T16:58:24.761000+00:00,pitch_side2334,"Honestly, Denmark were poor today, no excuses. #denmark",DK
236,2026-07-02T16:19:17.782000+00:00,kitbag_3534,Spain vs opponent later — should be a tight match. #WorldCup2026 #spain,ES
237,2026-07-02T16:44:47.758000+00:00,var_facts5115,"What a performance from New Zealand, take a bow. #FIFAWorldCup #newzealand",NZ
238,2026-07-02T16:20:39.039000+00:00,pitch_side871,Fan zone is packed ahead of the Jamaica game! #WorldCup2026 #jamaica,JM
239,2026-07-02T17:00:13.082000+00:00,pitch_side4468,Ecuador vs opponent later — should be a tight match. #WorldCup2026 #ecuador,EC
240,2026-07-02T16:40:07.081000+00:00,red_card_daily4485,"Switzerland are the real deal, no debate. #WorldCup2026 #switzerland",CH
241,2026-07-02T16:56:01.470000+00:00,soccer_geek4650,"Poland are the real deal, no debate. #WorldCup2026 #poland",PL
242,2026-07-02T16:23:40.979000+00:00,kit_collector754,"Tunisia looked tired and slow, big problems ahead. #WorldCup2026 #tunisia",TN
243,2026-07-02T16:55:40.710000+00:00,fan_20263359,Netherlands vs opponent later — should be a tight match. #WorldCup2026 #netherlands,NL
244,2026-07-02T16:50:01.387000+00:00,kit_collector5385,"France arriving at the stadium, crowd going wild. #FIFAWorldCup #france",FR
245,2026-07-02T17:02:42.381000+00:00,midfield_maestro2126,"Argentina are the real deal, no debate. #WorldCup2026 #argentina",AR
246,2026-07-02T16:44:30.926000+00:00,football_lab5812,Fan zone is packed ahead of the Qatar game! #WorldCup2026 #qatar,QA
247,2026-07-02T17:06:03.325000+00:00,red_card_daily317,Netherlands vs opponent later — should be a tight match. #WorldCup2026 #netherlands,NL
248,2026-07-02T16:38:57.282000+00:00,red_card_daily9404,Fan zone is packed ahead of the Cameroon game! #WorldCup2026 #cameroon,CM
249,2026-07-02T16:42:49.359000+00:00,soccer_geek6646,"Honestly, Ukraine were poor today, no excuses. #ukraine",UA
250,2026-07-02T17:09:38.153000+00:00,var_facts1453,"Jamaica are the real deal, no debate. #WorldCup2026 #jamaica",JM
